rank,content_id,client_id,position_tier,impressions_90d,ctr,pred_prob,ctr_gap_score,archetype,reason_low_ctr_vs_tier,reason_high_stakes,reason_model_flagged,high_confidence
1,content_ae60399f8455,client_19581e27de,striking,529,0.0,0.8800683793553814,0.17,dual_underperformer,True,False,True,True
2,content_c6e59d4bfbfb,client_19581e27de,striking,518,0.0,0.8796069625230478,0.17,dual_underperformer,True,False,True,True
3,content_02866c352877,client_19581e27de,striking,524,0.0,0.8786969008250025,0.17,dual_underperformer,True,False,True,True
4,content_1c9181753d4b,client_19581e27de,striking,525,0.0,0.8762693546951164,0.17,dual_underperformer,True,False,True,True
5,content_d48a0d388685,client_19581e27de,page_1,902,0.0,0.8724607119975021,0.24,dual_underperformer,True,False,True,True
6,content_89075a9f4b1e,client_19581e27de,striking,551,0.0,0.8717647922246854,0.17,dual_underperformer,True,False,True,True
7,content_08dc2f4d70d3,client_19581e27de,striking,564,0.0,0.8695454877042719,0.17,dual_underperformer,True,False,True,True
8,content_829eba7c571f,client_19581e27de,striking,500,0.0,0.8689003436902349,0.17,dual_underperformer,True,False,True,True
9,content_822f03538863,client_19581e27de,striking,522,0.0,0.8678819877139435,0.17,dual_underperformer,True,False,True,True
10,content_420535f56d33,client_19581e27de,striking,1249,0.0,0.8661962128943342,0.17,dual_underperformer,True,False,True,True
11,content_afcb992df4da,client_19581e27de,striking,584,0.0,0.8659058344721855,0.17,dual_underperformer,True,False,True,True
12,content_e3d3d4aefba2,client_19581e27de,striking,576,0.0,0.8650082816501837,0.17,dual_underperformer,True,False,True,True
13,content_7ec8e8518ecf,client_e629fa6598,striking,530,0.0,0.8642083787220363,0.17,dual_underperformer,True,False,True,True
14,content_e15529f66714,client_19581e27de,striking,724,0.0,0.8619385976445627,0.17,dual_underperformer,True,False,True,True
15,content_65c03925e49f,client_19581e27de,top_3,1041,0.0,0.8610449654557959,0.2,dual_underperformer,True,False,True,True
16,content_81e77bd6e4df,client_19581e27de,striking,696,0.0,0.8604971461040729,0.17,dual_underperformer,True,False,True,True
17,content_525217c3494a,client_19581e27de,striking,563,0.0,0.8602259459888927,0.17,dual_underperformer,True,False,True,True
18,content_c90c44007ee4,client_19581e27de,striking,821,0.0,0.8594068592661116,0.17,dual_underperformer,True,False,True,True
19,content_4d9e3526cff0,client_19581e27de,striking,812,0.0,0.8593431289942857,0.17,dual_underperformer,True,False,True,True
20,content_e252a880a7bd,client_19581e27de,striking,675,0.0,0.8580060219673936,0.17,dual_underperformer,True,False,True,True
21,content_ef77c521b538,client_19581e27de,striking,716,0.0,0.8577145683480624,0.17,ctr_only_underperformer,True,False,True,True
22,content_a3c8d0cf0ef3,client_19581e27de,striking,518,0.0,0.8576258658890258,0.17,dual_underperformer,True,False,True,True
23,content_3e1c23384276,client_19581e27de,striking,802,0.0,0.8575636114469101,0.17,dual_underperformer,True,False,True,True
24,content_4935dc08ba58,client_19581e27de,striking,742,0.0,0.857464744168322,0.17,dual_underperformer,True,False,True,True
25,content_334974488222,client_19581e27de,striking,1030,0.0,0.8570796701084958,0.17,dual_underperformer,True,False,True,True
26,content_d2ec4dad128f,client_19581e27de,striking,707,0.0,0.8565009391718994,0.17,dual_underperformer,True,False,True,True
27,content_3f994be4d5c6,client_19581e27de,striking,742,0.0,0.8564743417268132,0.17,dual_underperformer,True,False,True,True
28,content_e1d3807f08ce,client_19581e27de,striking,584,0.0,0.8562899674303664,0.17,dual_underperformer,True,False,True,True
29,content_2e479245c92c,client_19581e27de,striking,738,0.0,0.8553885189492325,0.17,dual_underperformer,True,False,True,True
30,content_dc7ae960fe30,client_19581e27de,striking,917,0.0,0.8553738396258271,0.17,dual_underperformer,True,False,True,True
31,content_93142b06290c,client_19581e27de,striking,708,0.0,0.8551070996959376,0.17,dual_underperformer,True,False,True,True
32,content_5e9efae7368d,client_19581e27de,striking,549,0.0,0.8550356223801941,0.17,dual_underperformer,True,False,True,True
33,content_2ed8e705dcf6,client_19581e27de,striking,602,0.0,0.8546819715318105,0.17,dual_underperformer,True,False,True,True
34,content_9d5af08962dc,client_19581e27de,page_1,627,0.0,0.8545827798761553,0.24,dual_underperformer,True,False,True,True
35,content_15aefc83749a,client_4e07408562,striking,1078,0.0,0.8542971647910209,0.17,dual_underperformer,True,False,True,True
36,content_d9defc3d7bd4,client_19581e27de,striking,542,0.37,0.8540613511233995,0.0,engagement_only_underperformer,False,False,True,True
37,content_3365ce8c214b,client_19581e27de,striking,911,0.0,0.8538611733039329,0.17,dual_underperformer,True,False,True,True
38,content_dbe1c25c8dd9,client_19581e27de,striking,602,0.0,0.8538157229791193,0.17,dual_underperformer,True,False,True,True
39,content_c51b117fd28c,client_19581e27de,striking,729,0.0,0.8536429570718698,0.17,dual_underperformer,True,False,True,True
40,content_aad043becd9f,client_19581e27de,striking,538,0.0,0.8536236467307945,0.17,dual_underperformer,True,False,True,True
41,content_f54f2e1d4535,client_19581e27de,striking,549,0.0,0.8535999973546115,0.17,dual_underperformer,True,False,True,True
42,content_6e13f8df7a74,client_19581e27de,striking,1072,0.0,0.8535621941117911,0.17,dual_underperformer,True,False,True,True
43,content_38e7fb5082e9,client_19581e27de,striking,820,0.0,0.8534857409391458,0.17,dual_underperformer,True,False,True,True
44,content_9ceacb5af18b,client_19581e27de,striking,1173,0.0,0.8533869921066978,0.17,dual_underperformer,True,False,True,True
45,content_bfeba72c45ec,client_19581e27de,striking,1199,0.0,0.8526972172971622,0.17,dual_underperformer,True,False,True,True
46,content_0cc1d9ba93d3,client_19581e27de,striking,1068,0.0,0.8524417546347508,0.17,dual_underperformer,True,False,True,True
47,content_9834edb6b078,client_19581e27de,striking,593,0.0,0.8524032235789698,0.17,dual_underperformer,True,False,True,True
48,content_5ee2f6b89ee4,client_19581e27de,striking,875,0.0,0.8522503006263574,0.17,dual_underperformer,True,False,True,True
49,content_1dc7369628af,client_19581e27de,striking,560,0.0,0.8520205196053522,0.17,ctr_only_underperformer,True,False,True,True
50,content_e9a09103b376,client_19581e27de,striking,1066,0.0,0.8518289578408403,0.17,dual_underperformer,True,False,True,True
51,content_8a6164db8cda,client_19581e27de,striking,591,0.0,0.8513311520759512,0.17,dual_underperformer,True,False,True,True
52,content_288daab46163,client_19581e27de,striking,987,0.0,0.8512024280712109,0.17,ctr_only_underperformer,True,False,True,True
53,content_4041bb7aeae0,client_19581e27de,striking,1180,0.0,0.8511926172755513,0.17,dual_underperformer,True,False,True,True
54,content_a011105d2afd,client_19581e27de,striking,1366,0.0,0.8506718224755966,0.17,dual_underperformer,True,False,True,True
55,content_d92aae06de48,client_19581e27de,striking,1022,0.1,0.8504610160418731,0.07,dual_underperformer,True,False,True,True
56,content_64ba2489b7c3,client_19581e27de,striking,516,0.0,0.8504107196451256,0.17,dual_underperformer,True,False,True,True
57,content_8d50843a4e10,client_19581e27de,striking,564,0.0,0.850274028891342,0.17,dual_underperformer,True,False,True,True
58,content_2e8640e8bf8a,client_19581e27de,striking,1172,0.0,0.8502581009819018,0.17,dual_underperformer,True,False,True,True
59,content_c3ccadb77bc4,client_19581e27de,top_3,741,0.0,0.8499601779914743,0.2,dual_underperformer,True,False,True,True
60,content_f33b306389fc,client_19581e27de,striking,597,0.0,0.8497080966157438,0.17,dual_underperformer,True,False,True,True
61,content_8ca1ab1cd156,client_19581e27de,striking,1180,0.0,0.8494595580099135,0.17,ctr_only_underperformer,True,False,True,True
62,content_bf99510210e4,client_19581e27de,striking,1302,0.0,0.8493498856440173,0.17,dual_underperformer,True,False,True,True
63,content_0f6db083a36f,client_19581e27de,striking,548,0.0,0.8487479284680427,0.17,dual_underperformer,True,False,True,True
64,content_1c0f8c2f9018,client_19581e27de,top_3,615,0.0,0.8487283436359468,0.2,dual_underperformer,True,False,True,True
65,content_95fcfef789f6,client_19581e27de,striking,617,0.0,0.848657319065605,0.17,dual_underperformer,True,False,True,True
66,content_93f8f0b760af,client_19581e27de,striking,1124,0.0,0.8485771129769708,0.17,dual_underperformer,True,False,True,True
67,content_e5e84906c4fc,client_19581e27de,striking,1184,0.0,0.8481939677542306,0.17,dual_underperformer,True,False,True,True
68,content_43ece7c994ed,client_19581e27de,striking,1014,0.1,0.8481129359103285,0.07,dual_underperformer,True,False,True,True
69,content_3e32635c15fc,client_19581e27de,striking,1681,0.0,0.846991691330817,0.17,dual_underperformer,True,False,True,True
70,content_67c4b91c38b0,client_19581e27de,page_1,502,0.0,0.846727367932098,0.24,dual_underperformer,True,False,True,True
71,content_785346294284,client_19581e27de,striking,1083,0.0,0.8466725846406047,0.17,dual_underperformer,True,False,True,True
72,content_9efe1f04827f,client_19581e27de,striking,955,0.0,0.8464666847028424,0.17,dual_underperformer,True,False,True,True
73,content_d0380d2bc615,client_19581e27de,striking,1073,0.0,0.8459843061308723,0.17,ctr_only_underperformer,True,False,True,True
74,content_f3c6d353fdb0,client_19581e27de,striking,522,0.0,0.8459777911573892,0.17,ctr_only_underperformer,True,False,True,True
75,content_628818a4da4d,client_19581e27de,page_1,643,0.0,0.8455099589501246,0.24,dual_underperformer,True,False,True,True
76,content_06d9db8d2801,client_19581e27de,striking,1921,0.0,0.8454876857376606,0.17,dual_underperformer,True,False,True,True
77,content_e61884e51258,client_19581e27de,striking,1243,0.0,0.8452802652341936,0.17,dual_underperformer,True,False,True,True
78,content_086f303cb567,client_19581e27de,striking,1820,0.0,0.8452157454562311,0.17,dual_underperformer,True,False,True,True
79,content_eceffd3b9562,client_19581e27de,striking,1705,0.0,0.8449978657981021,0.17,dual_underperformer,True,False,True,True
80,content_1d92fbdb3703,client_19581e27de,striking,1240,0.0,0.8448005940829192,0.17,dual_underperformer,True,False,True,True
81,content_4a0889bc5bb1,client_19581e27de,striking,604,0.0,0.8446550853839647,0.17,dual_underperformer,True,False,True,True
82,content_57fed2298c58,client_19581e27de,striking,788,0.0,0.8442757753694963,0.17,dual_underperformer,True,False,True,True
83,content_cabb09ce0d4b,client_19581e27de,striking,1137,0.0,0.8442068395405562,0.17,dual_underperformer,True,False,True,True
84,content_26d72e99775e,client_4e07408562,striking,1439,0.0,0.8440429364618703,0.17,dual_underperformer,True,False,True,True
85,content_66e9c3f858f1,client_19581e27de,striking,1373,0.0,0.8440281251349798,0.17,dual_underperformer,True,False,True,True
86,content_b44f15e5c278,client_19581e27de,striking,1502,0.0,0.8440023097908927,0.17,dual_underperformer,True,False,True,True
87,content_74b1c890fc0c,client_19581e27de,striking,1377,0.0,0.8439933934363004,0.17,dual_underperformer,True,False,True,True
88,content_62c932516457,client_19581e27de,striking,1385,0.07,0.843932399220478,0.1,dual_underperformer,True,False,True,True
89,content_6a1541756556,client_19581e27de,striking,690,0.0,0.8437224662026911,0.17,dual_underperformer,True,False,True,True
90,content_91f4df9a508f,client_19581e27de,page_1,705,0.0,0.8436937530293065,0.24,dual_underperformer,True,False,True,True
91,content_05f44b2a613e,client_19581e27de,striking,960,0.1,0.8436331691140215,0.07,dual_underperformer,True,False,True,True
92,content_0988db6ebabd,client_19581e27de,striking,1264,0.0,0.8435830830316303,0.17,dual_underperformer,True,False,True,True
93,content_64b9663ba7d5,client_19581e27de,striking,784,0.0,0.8435599660980635,0.17,dual_underperformer,True,False,True,True
94,content_69faa696c34b,client_19581e27de,striking,1551,0.0,0.8431184744564627,0.17,dual_underperformer,True,False,True,True
95,content_9a8933e95bef,client_19581e27de,page_1,515,0.0,0.8429370372231673,0.24,dual_underperformer,True,False,True,True
96,content_918cbbe942f0,client_19581e27de,striking,1020,0.0,0.842891283536526,0.17,dual_underperformer,True,False,True,True
97,content_e7e9b15555b5,client_19581e27de,striking,708,0.0,0.8428678206359591,0.17,dual_underperformer,True,False,True,True
98,content_16f95616cdcb,client_19581e27de,striking,581,0.0,0.8428630276952409,0.17,dual_underperformer,True,False,True,True
99,content_10a510187b9e,client_19581e27de,striking,753,0.0,0.8428162488287102,0.17,ctr_only_underperformer,True,False,True,True
100,content_17fc5bd1ea5e,client_19581e27de,striking,1395,0.0,0.8425731766972274,0.17,dual_underperformer,True,False,True,True
101,content_6b44ba0d2dd9,client_19581e27de,page_1,521,0.0,0.8420469739893365,0.24,dual_underperformer,True,False,True,True
102,content_02a2d14c806a,client_19581e27de,striking,645,0.0,0.8417909907049933,0.17,dual_underperformer,True,False,True,True
103,content_4e2fdb8a92a7,client_19581e27de,striking,775,0.0,0.8416182693358789,0.17,dual_underperformer,True,False,True,True
104,content_19a0230c0cba,client_19581e27de,striking,650,0.0,0.8414744036539952,0.17,dual_underperformer,True,False,True,True
105,content_8bd3cd8be92f,client_19581e27de,page_1,503,0.0,0.84147180270439,0.24,dual_underperformer,True,False,True,True
106,content_b1a4664c661b,client_19581e27de,striking,579,0.0,0.8413531996317963,0.17,dual_underperformer,True,False,True,True
107,content_f984592efb87,client_19581e27de,striking,524,0.0,0.8413527073629186,0.17,dual_underperformer,True,False,True,True
108,content_7572c0f6db26,client_19581e27de,striking,1759,0.0,0.8412749549398377,0.17,dual_underperformer,True,False,True,True
109,content_1c3a115fbe06,client_19581e27de,striking,1106,0.09,0.8411396280468232,0.08000000000000002,dual_underperformer,True,False,True,True
110,content_c3b9d3b5871c,client_19581e27de,striking,1818,0.0,0.8409160628727377,0.17,dual_underperformer,True,False,True,True
111,content_e51f89cc3cc9,client_19581e27de,page_1,514,0.0,0.8406226565074533,0.24,dual_underperformer,True,False,True,True
112,content_c7b87d5dd8a0,client_19581e27de,top_3,1418,0.0,0.8403147583271191,0.2,dual_underperformer,True,False,True,True
113,content_b24b092a2fd7,client_19581e27de,striking,913,0.0,0.840236513408049,0.17,dual_underperformer,True,False,True,True
114,content_7e145fa3f46d,client_19581e27de,striking,1027,0.0,0.840075067231762,0.17,dual_underperformer,True,False,True,True
115,content_754c0acf2e40,client_4e07408562,striking,1076,0.09,0.8391259388571742,0.08000000000000002,dual_underperformer,True,False,True,True
116,content_a818b94ea55a,client_19581e27de,striking,763,0.0,0.83904523879057,0.17,ctr_only_underperformer,True,False,True,True
117,content_e01d13d09d9a,client_19581e27de,striking,565,0.0,0.8382614236581333,0.17,dual_underperformer,True,False,True,True
118,content_6ff38d8e90ae,client_19581e27de,page_1,1114,0.0,0.8381755653955961,0.24,dual_underperformer,True,False,True,True
119,content_2e27654f487a,client_19581e27de,top_3,975,0.1,0.8380435025115965,0.1,dual_underperformer,True,False,True,True
120,content_8140ca7c74f6,client_19581e27de,striking,930,0.0,0.8380151939660585,0.17,ctr_only_underperformer,True,False,True,True
121,content_b6c4e5baf09e,client_19581e27de,striking,665,0.0,0.837912463948117,0.17,ctr_only_underperformer,True,False,True,True
122,content_8a6f3312e7a5,client_19581e27de,striking,2258,0.0,0.8377475104398359,0.17,dual_underperformer,True,False,True,True
123,content_e33dfb0bdb95,client_19581e27de,striking,1984,0.0,0.8376630649037937,0.17,dual_underperformer,True,False,True,True
124,content_f6de82076ad7,client_19581e27de,striking,622,0.0,0.8374027055484354,0.17,ctr_only_underperformer,True,False,True,True
125,content_54d8f9de6ec2,client_19581e27de,page_1,515,0.0,0.8371366530007056,0.24,dual_underperformer,True,False,True,True
126,content_87d9f3571492,client_19581e27de,striking,1586,0.0,0.8369297362071066,0.17,dual_underperformer,True,False,True,True
127,content_6c9ff52c211f,client_19581e27de,striking,1129,0.09,0.8369071515012827,0.08000000000000002,dual_underperformer,True,False,True,True
128,content_f854023b075b,client_19581e27de,page_1,627,0.0,0.8366179104895053,0.24,dual_underperformer,True,False,True,True
129,content_2b2e2561fbe9,client_19581e27de,striking,654,0.0,0.8365678924689981,0.17,ctr_only_underperformer,True,False,True,True
130,content_91bb2373c436,client_19581e27de,striking,1425,0.07,0.8364970406592879,0.1,dual_underperformer,True,False,True,True
131,content_c59f28734039,client_19581e27de,striking,755,0.0,0.8363825415034077,0.17,dual_underperformer,True,False,True,True
132,content_17bb46c505fc,client_19581e27de,striking,871,0.0,0.8362589933193977,0.17,dual_underperformer,True,False,True,True
133,content_8c2f9850d042,client_19581e27de,page_1,608,0.0,0.8358414432940063,0.24,dual_underperformer,True,False,True,True
134,content_fa14177451d0,client_19581e27de,striking,670,0.0,0.8358220173863209,0.17,dual_underperformer,True,False,True,True
135,content_a8cbd753576f,client_19581e27de,striking,777,0.0,0.8356508542658974,0.17,dual_underperformer,True,False,True,True
136,content_f7aa02cc9594,client_19581e27de,striking,899,0.0,0.8355740491293155,0.17,dual_underperformer,True,False,True,True
137,content_751166582428,client_19581e27de,striking,1291,0.0,0.8355376759127617,0.17,dual_underperformer,True,False,True,True
138,content_cd892ad205d3,client_19581e27de,striking,500,0.0,0.835326284577601,0.17,dual_underperformer,True,False,True,True
139,content_c6c386bdd1ff,client_19581e27de,striking,739,0.0,0.835074550929532,0.17,dual_underperformer,True,False,True,True
140,content_efadf374072d,client_19581e27de,striking,654,0.0,0.8349002476315935,0.17,dual_underperformer,True,False,True,True
141,content_bdf346e55a5f,client_19581e27de,striking,877,0.0,0.8346358811977064,0.17,dual_underperformer,True,False,True,True
142,content_6ffd281eb1f4,client_19581e27de,striking,1082,0.09,0.8344631440625118,0.08000000000000002,dual_underperformer,True,False,True,True
143,content_655bacb71fbb,client_19581e27de,striking,1558,0.0,0.8343951950696491,0.17,dual_underperformer,True,False,True,True
144,content_ab379b06aad7,client_19581e27de,striking,512,0.0,0.8343741135024502,0.17,dual_underperformer,True,False,True,True
145,content_717c667f56c3,client_19581e27de,striking,524,0.38,0.8343671279991303,0.0,engagement_only_underperformer,False,False,True,True
146,content_42aec0303528,client_19581e27de,striking,748,0.0,0.8341581694645922,0.17,ctr_only_underperformer,True,False,True,True
147,content_11b610735193,client_19581e27de,striking,1008,0.0,0.8340021643907406,0.17,dual_underperformer,True,False,True,True
148,content_0184d9cd40b5,client_19581e27de,striking,501,0.0,0.8339072592472389,0.17,dual_underperformer,True,False,True,True
149,content_4f2854b20942,client_e629fa6598,striking,1242,0.0,0.8338678529585954,0.17,dual_underperformer,True,False,True,True
150,content_d7827558d408,client_4e07408562,striking,656,0.0,0.8334697863948806,0.17,dual_underperformer,True,False,True,True
151,content_a56abab5b778,client_19581e27de,striking,1918,0.05,0.8331853454218471,0.12000000000000001,dual_underperformer,True,False,True,True
152,content_e801659ee4a6,client_19581e27de,striking,569,0.0,0.8330260936689253,0.17,dual_underperformer,True,False,True,True
153,content_8fd57923c626,client_19581e27de,striking,714,0.0,0.8329994207030482,0.17,dual_underperformer,True,False,True,True
154,content_109c6e9ad839,client_19581e27de,striking,842,0.0,0.8329977957494638,0.17,dual_underperformer,True,False,True,True
155,content_52eb26655c41,client_19581e27de,striking,1525,0.07,0.8328104358411437,0.1,dual_underperformer,True,False,True,True
156,content_47dc98cebf35,client_19581e27de,striking,1087,0.0,0.8325939191363985,0.17,dual_underperformer,True,False,True,True
157,content_4c792722dbae,client_19581e27de,page_1,616,0.0,0.832548098788487,0.24,dual_underperformer,True,False,True,True
158,content_39f1eeb17150,client_19581e27de,striking,1040,0.1,0.8325237735569265,0.07,ctr_only_underperformer,True,False,True,True
159,content_04c10b7d4b2b,client_19581e27de,top_3,1179,0.0,0.8322820315690991,0.2,dual_underperformer,True,False,True,True
160,content_c2b38d78fe58,client_19581e27de,striking,694,0.0,0.8318672431504455,0.17,dual_underperformer,True,False,True,True
161,content_da66f198d90b,client_19581e27de,striking,1197,0.08,0.8316735772988031,0.09000000000000001,dual_underperformer,True,False,True,True
162,content_226a90d66d72,client_19581e27de,striking,1016,0.1,0.8311129105246517,0.07,dual_underperformer,True,False,True,True
163,content_10d038b1695e,client_19581e27de,page_1,599,0.0,0.8309644930178671,0.24,dual_underperformer,True,False,True,True
164,content_e037829ea12c,client_19581e27de,striking,555,0.18,0.8303142358065123,0.0,engagement_only_underperformer,False,False,True,True
165,content_c90ee9dc8449,client_19581e27de,striking,1003,0.1,0.8302369693834785,0.07,dual_underperformer,True,False,True,True
166,content_fb4884e34467,client_4e07408562,top_3,580,0.0,0.8301429700107863,0.2,dual_underperformer,True,False,True,True
167,content_f17bbee2cfb9,client_19581e27de,page_1,1064,0.0,0.8301027237026316,0.24,dual_underperformer,True,False,True,True
168,content_6e6694b67eb6,client_19581e27de,top_3,1969,0.0,0.8300264667706183,0.2,dual_underperformer,True,False,True,True
169,content_dc731f13f58f,client_19581e27de,striking,965,0.1,0.8299536686084928,0.07,dual_underperformer,True,False,True,True
170,content_9559a86ad203,client_19581e27de,striking,875,0.0,0.8296855213815681,0.17,dual_underperformer,True,False,True,True
171,content_3f114996ac38,client_19581e27de,striking,1561,0.06,0.8295555587603419,0.11000000000000001,dual_underperformer,True,False,True,True
172,content_184822f4347e,client_19581e27de,striking,692,0.0,0.8294713871083539,0.17,dual_underperformer,True,False,True,True
173,content_6b1c2fe8b35b,client_19581e27de,striking,1604,0.0,0.8294483179850735,0.17,dual_underperformer,True,False,True,True
174,content_3753ed3651c1,client_19581e27de,striking,1493,0.0,0.829385250295978,0.17,ctr_only_underperformer,True,False,True,True
175,content_71797ef8551d,client_19581e27de,striking,1943,0.1,0.8292909845356844,0.07,dual_underperformer,True,False,True,True
176,content_51266ccb2d43,client_4ec9599fc2,striking,518,0.0,0.8291964866928893,0.17,dual_underperformer,True,False,True,True
177,content_40ab9a2163d1,client_19581e27de,striking,1510,0.07,0.8291635600814692,0.1,dual_underperformer,True,False,True,True
178,content_855384e88a6a,client_19581e27de,striking,531,0.19,0.8291309084791778,0.0,engagement_only_underperformer,False,False,True,True
179,content_1ce32b15634b,client_19581e27de,striking,1831,0.0,0.8291109094273635,0.17,dual_underperformer,True,False,True,True
180,content_567461c6470e,client_19581e27de,striking,1653,0.0,0.829076760594799,0.17,ctr_only_underperformer,True,False,True,True
181,content_d84944a2e374,client_19581e27de,striking,538,0.37,0.8289238451076446,0.0,engagement_only_underperformer,False,False,True,True
182,content_51e2ca5f8882,client_19581e27de,striking,914,0.0,0.8288529671003498,0.17,dual_underperformer,True,False,True,True
183,content_20a795af14b1,client_19581e27de,page_1,509,0.0,0.8287253609507627,0.24,dual_underperformer,True,False,True,True
184,content_4d5822918378,client_19581e27de,striking,1427,0.0,0.8284422543454159,0.17,dual_underperformer,True,False,True,True
185,content_0ff00aff22eb,client_19581e27de,striking,2385,0.0,0.828403448372902,0.17,dual_underperformer,True,False,True,True
186,content_cabb209b196f,client_19581e27de,striking,1541,0.06,0.828346647442337,0.11000000000000001,dual_underperformer,True,False,True,True
187,content_dd4ccbfba84f,client_19581e27de,striking,615,0.16,0.8279729076960888,0.010000000000000009,dual_underperformer,True,False,True,True
188,content_a1909e5ceab0,client_19581e27de,striking,1025,0.1,0.8277710706633722,0.07,dual_underperformer,True,False,True,True
189,content_97a08f7b106c,client_19581e27de,top_3,1108,0.0,0.8276662454437484,0.2,dual_underperformer,True,False,True,True
190,content_6356d9bd10d6,client_19581e27de,page_1,868,0.12,0.8275739416652211,0.12,dual_underperformer,True,False,True,True
191,content_c8bc939f55d8,client_19581e27de,striking,1920,0.05,0.8272783209506537,0.12000000000000001,dual_underperformer,True,False,True,True
192,content_20819e9c850a,client_19581e27de,striking,838,0.0,0.82684132543285,0.17,dual_underperformer,True,False,True,True
193,content_cd6e622e6b80,client_19581e27de,page_1,852,0.0,0.8268386929414435,0.24,dual_underperformer,True,False,True,True
194,content_05d351776048,client_19581e27de,striking,2036,0.1,0.8266511916395596,0.07,dual_underperformer,True,False,True,True
195,content_7420b9f13772,client_19581e27de,striking,1584,0.0,0.8264832700480801,0.17,dual_underperformer,True,False,True,True
196,content_d6d32fc9a121,client_19581e27de,striking,1640,0.06,0.8263745860099951,0.11000000000000001,dual_underperformer,True,False,True,True
197,content_9e490e2d7f78,client_19581e27de,striking,931,0.0,0.8263624326023316,0.17,dual_underperformer,True,False,True,True
198,content_85b6e6fcde68,client_19581e27de,striking,2048,0.0,0.826116920967088,0.17,dual_underperformer,True,False,True,True
199,content_34e8c53fbff0,client_19581e27de,page_1,537,0.0,0.8260827642947111,0.24,dual_underperformer,True,False,True,True
200,content_77a83ecf7c27,client_19581e27de,striking,2319,0.0,0.8260736251942239,0.17,dual_underperformer,True,False,True,True
201,content_8683608c0c51,client_19581e27de,striking,635,0.0,0.82583043211371,0.17,ctr_only_underperformer,True,False,True,True
202,content_de9d37d5ef8d,client_19581e27de,striking,831,0.0,0.8256171494663371,0.17,dual_underperformer,True,False,True,True
203,content_c0791828aec2,client_19581e27de,striking,651,0.0,0.8255611920387697,0.17,ctr_only_underperformer,True,False,True,True
204,content_437f7cd9b2fc,client_19581e27de,striking,1433,0.07,0.8254541525950703,0.1,dual_underperformer,True,False,True,True
205,content_65c69a9739a2,client_19581e27de,striking,1944,0.05,0.8254124865823161,0.12000000000000001,dual_underperformer,True,False,True,True
206,content_35d0f98ef4dc,client_19581e27de,top_3,2146,0.0,0.8253787517936634,0.2,dual_underperformer,True,False,True,True
207,content_9af343f04d96,client_19581e27de,striking,1115,0.09,0.8253390298486272,0.08000000000000002,dual_underperformer,True,False,True,True
208,content_9775b30f8c64,client_19581e27de,striking,1533,0.0,0.8247652996317825,0.17,dual_underperformer,True,False,True,True
209,content_e57ab5c0dd28,client_19581e27de,striking,1339,0.0,0.8247506290877218,0.17,ctr_only_underperformer,True,False,True,True
210,content_7f6a801eebd8,client_19581e27de,striking,1689,0.06,0.8244428420928109,0.11000000000000001,dual_underperformer,True,False,True,True
211,content_9db6327e0e96,client_19581e27de,striking,1289,0.08,0.8240786814478119,0.09000000000000001,dual_underperformer,True,False,True,True
212,content_4d18057139ca,client_19581e27de,striking,1143,0.09,0.823919583797304,0.08000000000000002,dual_underperformer,True,False,True,True
213,content_674a29149cc6,client_19581e27de,striking,1935,0.05,0.8238706155927528,0.12000000000000001,dual_underperformer,True,False,True,True
214,content_9abb7c4c2e0e,client_19581e27de,striking,538,0.37,0.8238474222364209,0.0,engagement_only_underperformer,False,False,True,True
215,content_2005172a4695,client_19581e27de,striking,988,0.1,0.823727886902398,0.07,dual_underperformer,True,False,True,True
216,content_42ce7d82d38d,client_4e07408562,striking,1090,0.09,0.8231846740441701,0.08000000000000002,ctr_only_underperformer,True,False,True,True
217,content_4f2533184943,client_e629fa6598,striking,1010,0.1,0.8231827422648398,0.07,dual_underperformer,True,False,True,True
218,content_39e54247f12e,client_19581e27de,striking,2123,0.0,0.8231604144297728,0.17,dual_underperformer,True,False,True,True
219,content_950fb8185e71,client_19581e27de,striking,2259,0.04,0.8228858574679007,0.13,dual_underperformer,True,False,True,True
220,content_973535b6d5c7,client_19581e27de,striking,743,0.0,0.8227762491696538,0.17,dual_underperformer,True,False,True,True
221,content_7996f5c2ca4c,client_19581e27de,striking,1518,0.0,0.822701707168463,0.17,dual_underperformer,True,False,True,True
222,content_2200a6d30ab9,client_19581e27de,striking,1103,0.09,0.8226784399054449,0.08000000000000002,dual_underperformer,True,False,True,True
223,content_c378d95a9452,client_19581e27de,striking,1543,0.0,0.8223431865372359,0.17,ctr_only_underperformer,True,False,True,True
224,content_4458f3a6743c,client_19581e27de,striking,1951,0.1,0.8222036032542909,0.07,dual_underperformer,True,False,True,True
225,content_0047824f4e13,client_19581e27de,striking,846,0.12,0.8221460996789502,0.05000000000000002,dual_underperformer,True,False,True,True
226,content_5b824b822987,client_19581e27de,striking,886,0.11,0.821238918019723,0.06000000000000001,dual_underperformer,True,False,True,True
227,content_6129f7bffa72,client_19581e27de,striking,1239,0.08,0.8212073320404969,0.09000000000000001,dual_underperformer,True,False,True,True
228,content_f224b1266b5d,client_19581e27de,striking,1964,0.1,0.8211114337251715,0.07,dual_underperformer,True,False,True,True
229,content_f7ebfddf394a,client_19581e27de,striking,972,0.0,0.8207201788922556,0.17,dual_underperformer,True,False,True,True
230,content_e3ce3f8b5844,client_4e07408562,top_3,858,0.12,0.8206190388991895,0.08000000000000002,dual_underperformer,True,False,True,True
